Percentage	Kraken_Name	DB_ID	Order	Insect_Species	Symbiont_Genus	Symbiont_Species	Function	Species_Match	Order_Match	Insect_Match	Total_Score
17.38693	Gilliamella apicola	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	True	False	False	22.39
16.99456	Snodgrassella alvi	RISB1947	Hymenoptera	Apis cerana	Snodgrassella	Snodgrassella alvi	None	True	False	False	21.99
16.99456	Snodgrassella alvi	RISB1947	Hymenoptera	Apis cerana	Snodgrassella	Snodgrassella alvi	None	True	False	False	21.99
0.02387	Bifidobacterium asteroides	RISB0616	Lepidoptera	Spodoptera frugiperda	Bifidobacterium	Bifidobacterium asteroides strain wkB2None4	Strain wkB204 grew in the presence of amygdalin as the sole carbon source, suggesting that this strain degrades amygdalin and is not susceptible to the potential byproducts	True	True	False	18.46
0.01228	Bifidobacterium asteroides	RISB0616	Lepidoptera	Spodoptera frugiperda	Bifidobacterium	Bifidobacterium asteroides strain wkB2None4	Strain wkB204 grew in the presence of amygdalin as the sole carbon source, suggesting that this strain degrades amygdalin and is not susceptible to the potential byproducts	True	True	False	18.45
0.0064	Bifidobacterium asteroides	RISB0616	Lepidoptera	Spodoptera frugiperda	Bifidobacterium	Bifidobacterium asteroides strain wkB2None4	Strain wkB204 grew in the presence of amygdalin as the sole carbon source, suggesting that this strain degrades amygdalin and is not susceptible to the potential byproducts	True	True	False	18.45
0.0052	Bifidobacterium asteroides	RISB0616	Lepidoptera	Spodoptera frugiperda	Bifidobacterium	Bifidobacterium asteroides strain wkB2None4	Strain wkB204 grew in the presence of amygdalin as the sole carbon source, suggesting that this strain degrades amygdalin and is not susceptible to the potential byproducts	True	True	False	18.45
10.63001	Bartonella apis	RISB1673	Hymenoptera	Apis mellifera	Bartonella	Bartonella apis	a gut symbiont of insects and that the adaptation to blood-feeding insects facilitated colonization of the mammalian bloodstream	True	False	False	18.19
10.63001	Bartonella apis	RISB1673	Hymenoptera	Apis mellifera	Bartonella	Bartonella apis	a gut symbiont of insects and that the adaptation to blood-feeding insects facilitated colonization of the mammalian bloodstream	True	False	False	18.19
0.07146	Enterobacter asburiae	RISB1700	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	play an important role in the breakdown of plant cell walls, detoxification of plant phenolics, and synthesis of amino acids.	True	True	False	17.57
0.07146	Enterobacter asburiae	RISB1700	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	play an important role in the breakdown of plant cell walls, detoxification of plant phenolics, and synthesis of amino acids.	True	True	False	17.57
7.33664	Gilliamella apicola	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	True	False	False	17.34
7.33664	Gilliamella apicola	RISB0176	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	17.34
7.33664	Gilliamella apicola	RISB0177	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	17.34
0.07146	Enterobacter asburiae	RISB1695	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	participate in the synthesis of host lacking amino acids histidine and threonine	True	True	False	16.67
0.07146	Enterobacter asburiae	RISB1695	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	participate in the synthesis of host lacking amino acids histidine and threonine	True	True	False	16.67
6.55031	Gilliamella apicola	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	True	False	False	16.55
6.55031	Gilliamella apicola	RISB0176	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	16.55
6.55031	Gilliamella apicola	RISB0177	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	16.55
0.07146	Enterobacter asburiae	RISB1697	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	degradation of plant phenolics: catechol	True	True	False	15.870000000000001
0.07146	Enterobacter asburiae	RISB1697	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	degradation of plant phenolics: catechol	True	True	False	15.870000000000001
0.18694	Klebsiella	RISB2185	Lepidoptera	Scirpophaga incertulas	Klebsiella	Klebsiella pneumoniae L-13	The ability of these arthropods to feed on wood, foliage and detritus is likely to involve catalysis by different types of cellulases/hemicellulases that are secreted by gut microbiota to digest the structural and recalcitrant lignocellulosic residues in their foods.	False	True	False	15.190000000000001
0.18694	Klebsiella	RISB2186	Lepidoptera	Scirpophaga incertulas	Klebsiella	Klebsiella pneumoniae L-13	The ability of these arthropods to feed on wood, foliage and detritus is likely to involve catalysis by different types of cellulases/hemicellulases that are secreted by gut microbiota to digest the structural and recalcitrant lignocellulosic residues in their foods.	False	True	False	15.190000000000001
1.29202	Pseudomonas	RISB1513	Lepidoptera	Walshia miscecolorella	Pseudomonas	Pseudomonas aeroginosa	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	True	False	14.530000000000001
4.10539	Cedecea	RISB0504	Lepidoptera	Plutella xylostella	Cedecea	Cedecea lapagei	None	False	True	False	14.11
4.10539	Cedecea	RISB0505	Lepidoptera	Plutella xylostella	Cedecea	Cedecea lapagei	None	False	True	False	14.11
0.18694	Klebsiella	RISB2565	Lepidoptera	Acrolepiopsis assectella	Klebsiella	Klebsiella oxytoca	Klebsiella oxytoca and Bacillus spp. produce the volatile alkyl disulfides present in the fecal pellets, which serve as kairomones to attract the parasitoid Diadromus pulchellus to the moth host	False	True	False	14.07
0.00809	Staphylococcus	RISB2497	Lepidoptera	Anticarsia gemmatalis	Staphylococcus	Staphylococcus xylosus	allow the adaptation of this insect to plants rich in protease inhibitors, minimizing the potentially harmful consequences of protease inhibitors from some of this insect host plants, such as soybean	False	True	False	13.99
6.94744	Frischella perrara	RISB2028	Hemiptera	Diceroprocta semicincta	Frischella	Frischella perrara	causes the formation of a scab-like structure on the gut epithelium of its host	True	False	False	13.53
6.94744	Frischella perrara	RISB2028	Hemiptera	Diceroprocta semicincta	Frischella	Frischella perrara	causes the formation of a scab-like structure on the gut epithelium of its host	True	False	False	13.53
0.18694	Klebsiella	RISB0556	Lepidoptera	Diatraea saccharalis	Klebsiella	Klebsiella	microbiota harbored by D. saccharalis inhibits the growth of Colletotrichum falcatum and Fusarium verticillioides, which are both rot-causing fungi of sugarcane stalk	False	True	False	13.51
0.18694	Klebsiella	RISB1508	Lepidoptera	Walshia miscecolorella	Klebsiella	Klebsiella oxytoca	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	True	False	13.43
0.18694	Klebsiella	RISB1394	Lepidoptera	Spodoptera frugiperda	Klebsiella	Klebsiella sp. FAW8-1	microbe-mediated assaults by maize defenses on the fall armyworm on the insect digestive and immune system reduced growth and elevated mortality in these insects	False	True	False	13.41
1.29202	Pseudomonas	RISB1762	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas stutzeri	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	False	True	False	13.11
1.29202	Pseudomonas	RISB1763	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas psychrotolerans	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	False	True	False	13.11
2.9647	Gilliamella apicola	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	True	False	False	12.96
2.9647	Gilliamella apicola	RISB0176	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	12.96
2.9647	Gilliamella apicola	RISB0177	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	12.96
1.29202	Pseudomonas	RISB1764	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas stutzeri	may influence the metabolization of pesticides in insects	False	True	False	12.43
1.29202	Pseudomonas	RISB1765	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas psychrotolerans	may influence the metabolization of pesticides in insects	False	True	False	12.43
0.18694	Klebsiella	RISB1527	Lepidoptera	Helicoverpa armigera	Klebsiella	Klebsiella sp.	leading to hydrolysis of cellulosic waste into reducing sugars which could be used for the growth of bacteria	False	True	False	12.370000000000001
7.33664	Gilliamella apicola	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	True	False	False	12.34
1.29202	Pseudomonas	RISB1119	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas japonica	degradation of flubendiamide and chlorantraniliprole	False	True	False	12.33
1.29202	Pseudomonas	RISB0286	Lepidoptera	Diatraea saccharalis	Pseudomonas	Pseudomonas sp. GCEP-1None1	associated with cellulose degradation	False	True	False	12.03
1.29202	Pseudomonas	RISB2535	Lepidoptera	Plutella xylostella	Pseudomonas	Pseudomonas	resistance to pathogenic fungi	False	True	False	11.89
0.18694	Klebsiella	RISB0687	Lepidoptera	Spodoptera frugiperda	Klebsiella	Klebsiella sp. EMBL-1	Klebsiella sp. EMBL-1 is able to depolymerize and utilize PVC as sole energy source	False	True	False	11.85
1.29202	Pseudomonas	RISB0786	Lepidoptera	Samia ricini	Pseudomonas	Pseudomonas	have cellulolytic activity	False	True	False	11.81
1.29202	Pseudomonas	RISB0916	Lepidoptera	Prays oleae	Pseudomonas	Pseudomonas	participate in nutrition	False	True	False	11.77
0.00809	Staphylococcus	RISB2247	Lepidoptera	Anticarsia gemmatalis	Staphylococcus	Staphylococcus xylosus	mitigation of the negative effects of proteinase inhibitors produced by the host plant	False	True	False	11.73
1.29202	Pseudomonas	RISB0785	Lepidoptera	Samia ricini	Pseudomonas	Pseudomonas sp.	cellulolytic activity	False	True	False	11.71
0.18694	Klebsiella	RISB0835	Lepidoptera	Helicoverpa armigera	Klebsiella	Klebsiella	cellulose degrading and applied for biomass conversion in biofuel industry	False	True	False	11.67
6.55031	Gilliamella apicola	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	True	False	False	11.55
0.18694	Klebsiella	RISB1669	Lepidoptera	Spodoptera frugiperda	Klebsiella	Klebsiella	downregulated POX but upregulated trypsin PI in this plant species	False	True	False	11.51
0.00809	Staphylococcus	RISB0726	Lepidoptera	Acrobasis nuxvorella	Staphylococcus	Sthaphylococcus warneri TP8	be able to hydrolyze tannic acid releasing gallic acid and glucose	False	True	False	11.33
1.29202	Pseudomonas	RISB0831	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas	None	False	True	False	11.29
0.18694	Klebsiella	RISB0027	Lepidoptera	Scirpophaga incertulas	Klebsiella	Klebsiella sp. strain NRYSBKS-1	degrade Chlorpyrifos and Chlorantraniliprole in vitro	False	True	False	11.25
0.00809	Staphylococcus	RISB2603	Lepidoptera	Homona magnanima	Staphylococcus	Staphylococcus	influence the growth of Bacillus thuringiensis in the larvae	False	True	False	11.21
0.00809	Staphylococcus	RISB1766	Lepidoptera	Spodoptera frugiperda	Staphylococcus	Staphylococcus sciurisubsp.sciuri	may influence the metabolization of pesticides in insects	False	True	False	11.15
0.18694	Klebsiella	RISB0004	Lepidoptera	Spodoptera frugiperda	Klebsiella	Klebsiella spp.	may have positive effects on insect fecundity	False	True	False	11.09
0.18694	Klebsiella	RISB1992	Lepidoptera	Diatraea saccharalis	Klebsiella	Klebsiella spp.	activity of lignocellulose- degrading enzymes	False	True	False	11.09
0.00809	Staphylococcus	RISB0029	Lepidoptera	Sesamia inferens	Staphylococcus	Staphylococcus sp. strain NRPSBSS-1	degrade Chlorpyrifos and Chlorantraniliprole in vitro	False	True	False	11.07
0.00809	Staphylococcus	RISB0030	Lepidoptera	Sesamia inferens	Staphylococcus	Staphylococcus pavanii strain NRPSBSP-1	degrade Chlorpyrifos and Chlorantraniliprole in vitro	False	True	False	11.07
0.00809	Staphylococcus	RISB2248	Lepidoptera	Anticarsia gemmatalis	Staphylococcus	Staphylococcus xylosus	process serine- and cysteine-proteinase activities	False	True	False	11.01
0.18694	Klebsiella	RISB1993	Lepidoptera	Diatraea saccharalis	Klebsiella	Klebsiella oxytoca	possess cellulose degrading activity	False	True	False	10.91
0.18694	Klebsiella	RISB1994	Lepidoptera	Diatraea saccharalis	Klebsiella	Klebsiella pneumoniae	possess cellulose degrading activity	False	True	False	10.91
0.18694	Klebsiella	RISB1995	Lepidoptera	Diatraea saccharalis	Klebsiella	Klebsiella variicola	possess cellulose degrading activity	False	True	False	10.91
0.18694	Klebsiella	RISB1913	Lepidoptera	Brithys crini	Klebsiella	Klebsiella	degradation of plant alkaloids	False	True	False	10.79
0.52228	Gilliamella apicola	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	True	False	False	10.52
0.52228	Gilliamella apicola	RISB0176	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.52
0.52228	Gilliamella apicola	RISB0177	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.52
0.17294	Bombilactobacillus	RISB0617	Lepidoptera	Spodoptera frugiperda	Bombilactobacillus	Bombilactobacillus bombi LV-8.1	degrade amygdalin	False	True	False	10.51
0.17294	Bombilactobacillus	RISB0618	Lepidoptera	Spodoptera frugiperda	Bombilactobacillus	Bombilactobacillus bombi BI-1.1	degrade amygdalin	False	True	False	10.51
0.17294	Bombilactobacillus	RISB0619	Lepidoptera	Spodoptera frugiperda	Bombilactobacillus	Bombilactobacillus bombi BI-2.5	degrade amygdalin	False	True	False	10.51
0.18694	Klebsiella	RISB0158	Lepidoptera	Oligia apameoides	Klebsiella	Klebsiella	None	False	True	False	10.19
0.18694	Klebsiella	RISB0265	Lepidoptera	Synchalara rhombota	Klebsiella	Klebsiella	None	False	True	False	10.19
0.18694	Klebsiella	RISB0510	Lepidoptera	Plutella xylostella	Klebsiella	Klebsiella variicola	None	False	True	False	10.19
0.18694	Klebsiella	RISB0511	Lepidoptera	Plutella xylostella	Klebsiella	Klebsiella pneumoniae	None	False	True	False	10.19
0.02387	Bifidobacterium asteroides	RISB0174	Hymenoptera	Apis mellifera	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.02
0.02387	Bifidobacterium asteroides	RISB0175	Hymenoptera	Apis cerana	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.02
0.01301	Gilliamella apicola	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	True	False	False	10.01
0.01301	Gilliamella apicola	RISB0176	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.01301	Gilliamella apicola	RISB0177	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.01228	Bifidobacterium asteroides	RISB0174	Hymenoptera	Apis mellifera	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.01228	Bifidobacterium asteroides	RISB0175	Hymenoptera	Apis cerana	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.0064	Bifidobacterium asteroides	RISB0174	Hymenoptera	Apis mellifera	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.0064	Bifidobacterium asteroides	RISB0175	Hymenoptera	Apis cerana	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.0052	Bifidobacterium asteroides	RISB0174	Hymenoptera	Apis mellifera	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.0052	Bifidobacterium asteroides	RISB0175	Hymenoptera	Apis cerana	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.01
0.00809	Staphylococcus	RISB0513	Lepidoptera	Plutella xylostella	Staphylococcus	Staphylococcus warneri	None	False	True	False	10.01
2.9647	Gilliamella apicola	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	True	False	False	7.96
0.62533	Apilactobacillus kunkeei	RISB0475	Hymenoptera	Apis mellifera	Apilactobacillus	Apilactobacillus kunkeei	A. kunkeei alleviated acetamiprid-induced symbiotic microbiota dysregulation and mortality in honeybees	True	False	False	7.69
0.62533	Apilactobacillus kunkeei	RISB0475	Hymenoptera	Apis mellifera	Apilactobacillus	Apilactobacillus kunkeei	A. kunkeei alleviated acetamiprid-induced symbiotic microbiota dysregulation and mortality in honeybees	True	False	False	7.69
1.49749	Lactobacillus apis	RISB1556	Hymenoptera	Apis florea	Lactobacillus	Lactobacillus apis	None	True	False	False	6.5
1.49749	Lactobacillus apis	RISB1556	Hymenoptera	Apis florea	Lactobacillus	Lactobacillus apis	None	True	False	False	6.5
1.29202	Pseudomonas	RISB0425	Diptera	Anopheles sinensis	Pseudomonas	Pseudomonas	Pseudomonas is the most prevalent microbiota in the Plasmodium-negative groups and protects mosquitoes from the invasion of malaria parasites.A low proportion of the Psuedomonas population of microbiome profiles in the hyperendemic areas, indicating that there might be some factors such as malaria parasites to disturb the balance of microbiota	False	False	False	6.29
1.29202	Pseudomonas	RISB1622	Coleoptera	Dendroctonus valens	Pseudomonas	Pseudomonas sp. 7 B321	volatiles from predominant bacteria regulate the consumption sequence of carbon sources d-pinitol and d-glucose in the fungal symbiont Leptographium procerum, and appear to alleviate the antagonistic effect from the fungus against RTB larvae	False	False	False	6.11
1.29202	Pseudomonas	RISB1510	Coleoptera	Hypothenemus hampei	Pseudomonas	Pseudomonas fulva	Antibiotic-treated larvae showed lower caffeine-degrading activity and increased mortality. These deficients were recovered by inoculation of the caffeine-degrading symbiont. A caffeine-degrading gene was detected from the symbiont	False	False	False	5.91
0.07146	Enterobacter asburiae	RISB1150	Coleoptera	Plodia interpunctella	Enterobacter	Enterobacter asburiae YT1	damaged polyethylene (PE) films	True	False	False	5.69
0.07146	Enterobacter asburiae	RISB1150	Coleoptera	Plodia interpunctella	Enterobacter	Enterobacter asburiae YT1	damaged polyethylene (PE) films	True	False	False	5.69
0.07146	Enterobacter asburiae	RISB1165	Diptera	Bactrocera dorsalis	Enterobacter	Enterobacter asburiae strain BD12	Promote the growth of larvae	True	False	False	5.63
0.07146	Enterobacter asburiae	RISB1165	Diptera	Bactrocera dorsalis	Enterobacter	Enterobacter asburiae strain BD12	Promote the growth of larvae	True	False	False	5.63
0.52228	Gilliamella apicola	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	True	False	False	5.52
0.32195	Erwinia aphidicola	RISB1705	Diptera	Phlebotomus papatasi	Erwinia	Erwinia aphidicola	None	True	False	False	5.32
0.32195	Erwinia aphidicola	RISB1705	Diptera	Phlebotomus papatasi	Erwinia	Erwinia aphidicola	None	True	False	False	5.32
0.40677	Rahnella	RISB1623	Coleoptera	Dendroctonus valens	Rahnella	Rahnella aquatilis B3None1	volatiles from predominant bacteria regulate the consumption sequence of carbon sources d-pinitol and d-glucose in the fungal symbiont Leptographium procerum, and appear to alleviate the antagonistic effect from the fungus against RTB larvae	False	False	False	5.23
0.18694	Klebsiella	RISB0130	Diptera	Ceratitis capitata	Klebsiella	Klebsiella oxytoca	The intestinal microbiota structure was significantly influenced by the probiotic treatment while still maintaining a stable core dominant community of Enterobacteriacea. The  colony with these microbiome had the most improved potential functions in terms of gut microbes as well as the carbohydrates active enzymes most improved potential functions.	False	False	False	5.19
0.18694	Klebsiella	RISB2187	Blattodea	Termitidae	Klebsiella	Klebsiella sp. clone F7	The ability of these arthropods to feed on wood, foliage and detritus is likely to involve catalysis by different types of cellulases/hemicellulases that are secreted by gut microbiota to digest the structural and recalcitrant lignocellulosic residues in their foods.	False	False	False	5.19
1.29202	Pseudomonas	RISB0740	Coleoptera	Hypothenemus hampei	Pseudomonas	Pseudomonas fulva	P. fulva processed gene coding one subunit of caffeine demethylase, and reinstatement of P. fulva in germ-free H. hampei degraded all caffeine consumed (by 16S rRNA gene sequencing and GC-MS)	False	False	False	5.11
1.29202	Pseudomonas	RISB1980	Blattodea	Blattella germanica	Pseudomonas	Pseudomonas japonica	gut microbiota contributes to production of VCAs that act as fecal aggregation agents and that cockroaches discriminate among the complex odors that emanate from a diverse microbial community	False	False	False	5.11
1.29202	Pseudomonas	RISB1981	Blattodea	Blattella germanica	Pseudomonas	Pseudomonas monteilii	gut microbiota contributes to production of VCAs that act as fecal aggregation agents and that cockroaches discriminate among the complex odors that emanate from a diverse microbial community	False	False	False	5.11
0.01301	Gilliamella apicola	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	True	False	False	5.01
0.00809	Staphylococcus	RISB0945	Coleoptera	Callosobruchus maculatus	Staphylococcus	Staphylococcus gallinarum	The strain encodes complete biosynthetic pathways for the production of B vitamins and amino acids, including tyrosine; A carbohydrate-active enzyme search revealed that the genome codes for a number of digestive enzymes, reflecting the nutritional ecology of C. maculatus	False	False	False	5.01
