Percentage	Kraken_Name	DB_ID	Order	Insect_Species	Symbiont_Genus	Symbiont_Species	Function	Species_Match	Order_Match	Insect_Match	Total_Score
3.8	Candidatus Blochmanniella	RISB2542	Hymenoptera	Camponotus	Candidatus Blochmanniella	Blochmannia floridanus	Blochmannia provide essential amino acids to its host,Camponotus floridanus, and that it may also play a role in nitrogen recycling via its functional urease	False	False	False	6.94
3.8	Candidatus Blochmanniella	RISB1827	Hymenoptera	Camponotus floridanus	Candidatus Blochmanniella	Blochmannia floridanus	a modulation of immune gene expression which may facilitate tolerance towards the endosymbionts and thus may contribute to their transovarial transmission	False	False	False	6.88
0.23	Pantoea dispersa	RISB1413	Diptera	Bactrocera dorsalis	Pantoea	Pantoea dispersa	causing female Bactrocera dorsalis laid more eggs but had shorter lifespan	True	False	False	6.71
3.8	Candidatus Blochmanniella	RISB2448	Hymenoptera	Camponotus floridanus	Candidatus Blochmanniella	Candidatus Blochmanniella floridana	nutritional contribution of the bacteria to host metabolism by production of essential amino acids and urease-mediated nitrogen recycling	False	False	False	6.54
0.45	Klebsiella pneumoniae	RISB2459	Lepidoptera	Bombyx mori	Klebsiella	Klebsiella pneumoniae	degradation of cellulose, xylan, pectin and starch	True	False	False	6.45
0.3	Wigglesworthia glossinidia	RISB2577	Diptera	Glossina brevipalpis	Wigglesworthia	Wigglesworthia glossinidia brevipalpis	provide its tsetse host with metabolites such as vitamins	True	False	False	6.44
0.57	Providencia rettgeri	RISB1001	Diptera	Anastrepha obliqua	Providencia	Providencia rettgeri	improve the sexual competitiveness of males	True	False	False	6.43
0.62	Blattabacterium cuenoti	RISB0518	Blattodea	Cryptocercus punctulatus	Blattabacterium	Blattabacterium cuenoti	collaborative arginine biosynthesis	True	False	False	6.32
0.57	Providencia rettgeri	RISB1169	Diptera	Bactrocera dorsalis	Providencia	Providencia rettgeri strain BD11	Promote the growth of larvae	True	False	False	6.13
0.62	Blattabacterium cuenoti	RISB0093	Blattodea	Blattella germanica	Blattabacterium	Blattabacterium cuenoti	obligate endosymbiont	True	False	False	6.04
0.22	Candidatus Ishikawella capsulata	RISB2543	Hemiptera	Megacopta punctatissima	Candidatus Ishikawella	Candidatus Ishikawella capsulata	Enhance pest status of the insect host	True	False	False	5.98
0.26	Providencia alcalifaciens	RISB1168	Diptera	Bactrocera dorsalis	Providencia	Providencia alcalifaciens strain BD1None	Promote the growth of larvae	True	False	False	5.82
1.47	Clostridium	RISB2301	Hemiptera	Pyrrhocoris apterus	Clostridium	Clostridium sp. clone KP2NoneW3	could play an important role for the insect by degrading complex dietary components, providing nutrient supplementation, or detoxifying noxious chemicals (e.g. cyclopropenoic fatty acids or gossypol) in the diet	False	False	False	5.69
0.25	Gilliamella	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	False	False	False	5.25
0.17	Candidatus Annandia adelgestsuga	RISB2207	Hemiptera	Adelges tsugae	Candidatus Annandia	Candidatus Annandia adelgestsuga	None	True	False	False	5.17
0.16	Candidatus Palibaumannia cicadellinicola	RISB1594	Hemiptera	Graphocephala coccinea	Candidatus Palibaumannia	Candidatus Palibaumannia cicadellinicola	None	True	False	False	5.16
0.14	Candidatus Megaera polyxenophila	RISB0587	None	Multiple species	Candidatus Megaera	Candidatus Megaera polyxenophila	None	True	False	False	5.14
0.17	Yersinia	RISB0492	Hemiptera	Cimex hemipterus	Yersinia	Yersinia	the disruption of the abundant Yersinia possibly could be related to the enhanced susceptibility towards the insecticides	False	False	False	2.59
1.47	Clostridium	RISB0028	Lepidoptera	Sesamia inferens	Paraclostridium	Paraclostridium sp. strain NRPSBPS-1	degrade Chlorpyrifos and Chlorantraniliprole in vitro	False	False	False	2.53
0.56	Xenorhabdus	RISB1372	Lepidoptera	Spodoptera frugiperda	Xenorhabdus	Xenorhabdus rhabduscin	the products of the symbiont gene cluster inhibit Spodoptera frugiperda phenoloxidase activity	False	False	False	2.44
0.56	Xenorhabdus	RISB2270	Hemiptera	Acyrthosiphon pisum	Xenorhabdus	Xenorhabdus bovienii	have the gene PIN1 encoding the protease inhibitor protein against aphids	False	False	False	2.02
1.47	Clostridium	RISB1959	Hemiptera	Pyrrhocoridae	Clostridium	Clostridium	None	False	False	False	1.47
0.85	Candidatus Profftia	RISB1664	Hemiptera	Adelgidae	Candidatus Profftia	Candidatus Profftia spp.	None	False	False	False	0.85
0.25	Gilliamella	RISB0620	Lepidoptera	Spodoptera frugiperda	Gilliamella	Gilliamella	degrade amygdalin	False	False	False	0.59
0.51	Vagococcus	RISB0042	Diptera	Aldrichina grahami	Vagococcus	Vagococcus	None	False	False	False	0.51
0.44	Flavobacterium	RISB0659	Hemiptera	Melanaphis bambusae	Flavobacterium	Flavobacterium johnsoniae	None	False	False	False	0.44
0.25	Gilliamella	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	False	False	False	0.25
0.19	Cupriavidus	RISB0694	Hemiptera	Alydus tomentosus	Cupriavidus	Cupriavidus pauculus	None	False	False	False	0.19
0.17	Yersinia	RISB0407	Hymenoptera	Anaphes nitens	Yersinia	Yersinia massiliensis	None	False	False	False	0.17
0.15	Legionella	RISB1687	Phthiraptera	Polyplax serrata	Legionella	Candidatus Legionella polyplacis	None	False	False	False	0.15
