Percentage	Kraken_Name	DB_ID	Order	Insect_Species	Symbiont_Genus	Symbiont_Species	Function	Species_Match	Order_Match	Insect_Match	Total_Score
0.01228	Bifidobacterium asteroides	RISB0616	Lepidoptera	Spodoptera frugiperda	Bifidobacterium	Bifidobacterium asteroides strain wkB2None4	Strain wkB204 grew in the presence of amygdalin as the sole carbon source, suggesting that this strain degrades amygdalin and is not susceptible to the potential byproducts	True	True	False	18.45
10.63001	Bartonella apis	RISB1673	Hymenoptera	Apis mellifera	Bartonella	Bartonella apis	a gut symbiont of insects and that the adaptation to blood-feeding insects facilitated colonization of the mammalian bloodstream	True	False	False	18.19
0.07146	Enterobacter asburiae	RISB1700	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	play an important role in the breakdown of plant cell walls, detoxification of plant phenolics, and synthesis of amino acids.	True	True	False	17.57
7.33664	Gilliamella apicola	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	True	False	False	17.34
0.07146	Enterobacter asburiae	RISB1695	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	participate in the synthesis of host lacking amino acids histidine and threonine	True	True	False	16.67
0.07146	Enterobacter asburiae	RISB1697	Lepidoptera	Plutella xylostella	Enterobacter	Enterobacter asburiae	degradation of plant phenolics: catechol	True	True	False	15.870000000000001
0.18694	Klebsiella	RISB2185	Lepidoptera	Scirpophaga incertulas	Klebsiella	Klebsiella pneumoniae L-13	The ability of these arthropods to feed on wood, foliage and detritus is likely to involve catalysis by different types of cellulases/hemicellulases that are secreted by gut microbiota to digest the structural and recalcitrant lignocellulosic residues in their foods.	False	True	False	15.190000000000001
1.29202	Pseudomonas	RISB1513	Lepidoptera	Walshia miscecolorella	Pseudomonas	Pseudomonas aeroginosa	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	True	False	14.530000000000001
4.10539	Cedecea	RISB0504	Lepidoptera	Plutella xylostella	Cedecea	Cedecea lapagei	None	False	True	False	14.11
0.00809	Staphylococcus	RISB2497	Lepidoptera	Anticarsia gemmatalis	Staphylococcus	Staphylococcus xylosus	allow the adaptation of this insect to plants rich in protease inhibitors, minimizing the potentially harmful consequences of protease inhibitors from some of this insect host plants, such as soybean	False	True	False	13.99
6.94744	Frischella perrara	RISB2028	Hemiptera	Diceroprocta semicincta	Frischella	Frischella perrara	causes the formation of a scab-like structure on the gut epithelium of its host	True	False	False	13.53
1.29202	Pseudomonas	RISB1762	Lepidoptera	Spodoptera frugiperda	Pseudomonas	Pseudomonas stutzeri	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	False	True	False	13.11
0.17294	Bombilactobacillus	RISB0617	Lepidoptera	Spodoptera frugiperda	Bombilactobacillus	Bombilactobacillus bombi LV-8.1	degrade amygdalin	False	True	False	10.51
0.02387	Bifidobacterium asteroides	RISB0174	Hymenoptera	Apis mellifera	Bifidobacterium	Bifidobacterium asteroides	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	True	False	False	10.02
0.62533	Apilactobacillus kunkeei	RISB0475	Hymenoptera	Apis mellifera	Apilactobacillus	Apilactobacillus kunkeei	A. kunkeei alleviated acetamiprid-induced symbiotic microbiota dysregulation and mortality in honeybees	True	False	False	7.69
1.49749	Lactobacillus apis	RISB1556	Hymenoptera	Apis florea	Lactobacillus	Lactobacillus apis	None	True	False	False	6.5
0.32195	Erwinia aphidicola	RISB1705	Diptera	Phlebotomus papatasi	Erwinia	Erwinia aphidicola	None	True	False	False	5.32
0.40677	Rahnella	RISB1623	Coleoptera	Dendroctonus valens	Rahnella	Rahnella aquatilis B3None1	volatiles from predominant bacteria regulate the consumption sequence of carbon sources d-pinitol and d-glucose in the fungal symbiont Leptographium procerum, and appear to alleviate the antagonistic effect from the fungus against RTB larvae	False	False	False	5.23
4.10539	Cedecea	RISB1570	Diptera	Bactrocera tau	Cedecea	Cedecea lapagei	could attract male and female B. tau	False	False	False	4.83
0.00716	Bombella	RISB0614	Hymenoptera	Apis mellifera	Bombella apis	Bombella apis A29	synthesize all essential amino acids and significantly alters the amino acid content of synthetic larval diet, largely by supplying the essential amino acid lysine	False	False	False	3.27
0.40677	Rahnella	RISB1800	Coleoptera	Dendroctonus valens	Rahnella	Rahnella aquatilis	could alleviate or compromise the antagonistic effects of fungi O. minus and L. procerum on RTB larval growth	False	False	False	2.59
0.40677	Rahnella	RISB0741	Coleoptera	Dendroctonus ponderosae	Rahnella	Rahnella aquatilis	R. aquatilis decreased (−)-α-pinene (38%) and (+)-α-pinene (46%) by 40% and 45% (by GC-MS), respectively	False	False	False	2.49
0.00716	Bombella	RISB0103	Hymenoptera	Apis cerana	Bombella	Bombella apis	Bombella apis could restore larval-to-pupal transition disrupted by antibiotic treatment	False	False	False	1.77
0.00716	Bombella	RISB0758	Hymenoptera	Apis mellifera	Bombella	Bombella apis	suppress the growth of fungal pathogens and ultimately protect bee brood from infection	False	False	False	1.75
