0.0231900157815687	Unassigned						
0.0056779997033071	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_D_776786
0.010725450667117	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella sp001854405
0.0131649414157821	Bacteria	Actinobacteriota	Acidimicrobiia_401430	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter_A	Ilumatobacter_A fluminis
0.0139155459979745	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
0.0185629793340989	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	KBS-83	KBS-83 sp000381585
0.0180775824469461	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp900066555
0.0099264607437531	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter butyricus
0.0132356198031216	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Limivicinus	Limivicinus sp002320035
0.0121555420449104	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Limivivens	Limivivens sp900066135
0.0129446436579678	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_502138	Devosiaceae	Maritalea	Maritalea porphyrae
0.0173989758528843	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Mediterraneibacter_A_155507	Mediterraneibacter_A_155507 faecis
0.0135232081859449	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Mediterraneibacter_A_155507	Mediterraneibacter_A_155507 torques
0.0117758672322594	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium_485351	Novosphingobium rosa
0.0095395064025231	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter italicus
0.0066146049000828	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_501396	Rhizobiaceae_A_499470	Phyllobacterium_498581	Phyllobacterium catacumbae
0.0165840042915247	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis
0.0093285591168375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_501582	Stappiaceae	Roseibium_497070	Roseibium alexandrii
0.0107930473556065	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubricella	Rubricella aquisinus
0.0170199244423609	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E siraeum
0.0154747593039066	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminococcus_C_58660	Ruminococcus_C_58660 sp000433635
0.0150518064970051	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminococcus_D	Ruminococcus_D bicirculans
0.0062943511733446	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae_23353	SIO2C1	SIO2C1 sp010672925
0.0105333089838701	Bacteria	Actinobacteriota	Acidimicrobiia_402965	UBA5794	UBA5794	SZUA-442	SZUA-442 sp003235475
0.013585551897443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_501582	Stappiaceae	Stappia	Stappia indica
0.0130806478598756	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_501582	Stappiaceae	Stappia	Stappia stellulata
0.0128763437008758	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas sp002733945
0.0112959352769251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales_505895	Terasakiellaceae	Terasakiella	Terasakiella brassicae
0.0168420686328232	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UMGS1071	UMGS1071 sp900548305
0.0166936852755246	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	UMGS1375	UMGS1375 sp900066615
0.0166969639602163	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003481825
0.0190134930907113	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Halomicronema_B_30658	Halomicronema_B_30658 sp010671905
0.0168558848435098	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Hyphobacterium	Hyphobacterium indicum
0.0155511616308783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita_489222	Marivita hallyeonensis
0.0084542639466226	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia sp001808955
0.0126722976584916	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Blautia_A_141781	Blautia_A_141781 massiliensis
0.0157060094567265	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
0.0160338024777776	Bacteria	Cyanobacteria	Sericytochromatia	UBA7694	UBA7694	GCA-2770975	GCA-2770975 sp002783405
0.0169991735856334	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium_A_485959	Sphingobium_A_485959 rhizovicinum
0.0182137935352317	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1020	UBA1020	UBA1020 sp000503915
0.0159807108278289	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA1417	UBA1417 sp003531055
