0.0017113662973796	Bacteria	Desulfobacterota_I	Desulfarculia_446701	Adiutricales	Adiutricaceae	Adiutrix	Adiutrix intracellularis
0.0022408495207837	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA11471	UBA11471	UBA11471 sp000434215
0.0004634492559344	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900547445
0.0013585299879043	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	WRAF01	WRAF01 sp009783515
0.0024092734549284	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	UBA929	WRAI01	WRAI01 sp009780275
0.0028730919808134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	WRLA01	WRLA01	WRLA01 sp009777825
0.0018797690596894	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia pipientis_A_550493
0.0022640208446918	Bacteria	Firmicutes_B_370539	Moorellia_370064	Thermoanaerobacterales_370060	Zhaonellaceae	Zhaonella	Zhaonella formicivorans
0.0018662246617141	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Coprobacillaceae	Erysipelatoclostridium	Clostridium ramosum
0.0018804371164095	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister hominis
0.0009634134845693	Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia sp009935805
0.0017990605508637	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Weeksellaceae	Faecalibacter	Faecalibacter macacae
0.0027127425200448	Bacteria	Myxococcota_A_473307	Polyangia_463783	Haliangiales_463188	Haliangiaceae_463188	Haliangium_463188	Haliangium ochraceum
0.0021234547158384	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis
0.0017676540607705	Bacteria	Firmicutes_D	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus_319276	Mammaliicoccus fleurettii
0.0029621207620492	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Alteromonadaceae_665222	Pararheinheimera	Pararheinheimera tangshanensis
0.0020608586728293	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola_A_858004	Phocaeicola_A_858004 vulgatus
0.0020478695932036	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella herbatica
0.0020933892873499	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp001553265
0.0011019029673086	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Enterobacteriaceae_A	Providencia_A_732258	Providencia_A_732258 stuartii
0.0012271740498055	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia sp001808955
0.0010818846682231	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae_42771	Selenomonas_B_42759	Selenomonas lacticifex
0.0025974056955429	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter brisouii
0.0019952913640947	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595422	Burkholderiaceae_A_595422	Alcaligenes	Alcaligenes aquatilis
0.0021011601961896	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum faecale
0.0020454323152413	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Weeksellaceae	Cloacibacterium	Cloacibacterium normanense
0.0019496148147603	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Flavobacteriaceae	Confluentibacter	Confluentibacter lentus
0.0015373569489689	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas massiliensis
0.000609373434819	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Flavobacteriaceae	Flavobacterium	Flavobacterium dinanensis
0.0019587362466604	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Gallionellaceae	Gallionella	Gallionella sp002414205
0.0017466691688352	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	JAACSU01	JAACSU01 sp010119145
0.0023698416466324	Bacteria	Desulfobacterota_G_459546	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	JACRCG01	JACRCG01 sp009684515
0.0017006602695657	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Leadbetterella_905429	Leadbetterella byssophila
0.0013496521373608	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Lentimicrobium saccharophilum
0.0029805472147031	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus suantsaii
0.0015407114835644	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007 sp011368025
0.0016352900903759	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_650612	Cellvibrionaceae	Marinagarivorans	Marinagarivorans algicola
0.0016300674048502	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylovulum	Methylovulum miyakonense
0.0014159161266059	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Weeksellaceae	Moheibacter	Moheibacter stercoris
0.0015723132458714	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera_756265	Oleiharenicola alkalitolerans
0.00239281321296	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592524	Burkholderiaceae_A_574938	Oxalobacter_566322	Oxalobacter formigenes_B
0.0013782393474439	Bacteria	Myxococcota_A_473307	UBA796	UBA796	GCA-2862545	REDI01	REDI01 sp007693595
0.0026717793799373	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Raoultibacter	Raoultibacter sp009782605
0.0016319947915015	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium thermophilum
0.0020635839685361	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Crocinitomicaceae	Taishania	Taishania pollutisoli
0.001884031789466	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA1573	UBA1573 sp001871905
0.0017113894348433	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	UBA2020	UBA2020	UBA2020 sp004297545
0.0020245628555176	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	UBA4132	UBA4132 sp002134785
0.0008999732905663	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA945	UBA945 sp900197595
0.0001441509391813	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus_B	Vagococcus_B fluvialis
0.001628396145482	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	WRKR01	WRKR01 sp009782175
0.0017657351521324	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Weeksellaceae	Weeksella	Weeksella massiliensis
0.0024163555382149	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter towneri_A
0.0005399004810059	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_504723	Aestuariivirgaceae	Aestuariivirga	Aestuariivirga litoralis
0.0023061182203754	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_E	Bacteroides_E coprosuis
0.0022069569684753	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_H	Bacteroides_H thetaiotaomicron
0.0016304934337285	Bacteria	Bacteroidota	UBA10030	UBA10030	UBA6906	CAADGV01	CAADGV01 sp900696645
0.0021146424017925	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium stationis
0.0012696828545473	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium variabile
0.0019405414545862	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae_929731	Edaphocola	Edaphocola sp001897155
0.0010989097703921	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp004555265
0.0024515927751758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_504721	Hyphomicrobiaceae	Hyphomicrobium_A	Hyphomicrobium_A sp002279935
0.0030045170583714	Bacteria	Cyanobacteria	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacter	Obscuribacter phosphatis
0.0005732521190652	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595422	Burkholderiaceae_A_595422	Paenalcaligenes	Paenalcaligenes hermetiae
0.0016683339960702	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595422	Burkholderiaceae_A_595422	Paenalcaligenes	Paenalcaligenes hominis
0.0022041202088927	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595422	Burkholderiaceae_A_595422	Paracandidimonas	Paracandidimonas soli
0.0012258299221691	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium kunshanense
0.0026182040505839	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Pseudoglutamicibacter	Pseudoglutamicibacter cumminsii
0.0021110610610071	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium daejeonense
0.0020292083878812	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium mizutaii
0.0014322971000728	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_L_486704	Sphingomonas_L_486704 soli
0.0010465352897817	Bacteria	Firmicutes_D	Bacilli	Aneurinibacillales	RAOX-1	YIM-78166	YIM-78166 sp004522215
0.0018467063678811	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
0.0015913270986944	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter variabilis
0.0014980171017966	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium_388775	Bifidobacterium globosum
0.0018940105657657	Bacteria	Firmicutes_A	Clostridia_258483	Clostridiales	Clostridiaceae_222000	Clostridium_T	Clostridium_T intestinale
0.0016783352081342	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592522	Burkholderiaceae_A_592522	Comamonas_E	Comamonas_E serinivorans
0.0014859100034	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592522	Burkholderiaceae_A_592522	Comamonas_F_589250	Comamonas_F_589250 terrae
0.0019577920463364	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592522	Burkholderiaceae_A_592522	Comamonas_F_589250	Comamonas_F_589250 tsuruhatensis
0.0018698327076436	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium nuruki
0.001502485494084	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides
0.0022319921000438	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Flavimobilis_389003	Flavimobilis soli
0.0018871756869789	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus sanfranciscensis
0.0014801933716429	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lacrimispora	Hungatella xylanolytica
0.0012153442005663	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595422	Burkholderiaceae_A_595422	Kerstersia	Kerstersia gyiorum
0.0015704310995945	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Enterobacteriaceae_A	Kosakonia_684308	Kosakonia sacchari
0.001801708937024	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter holotrichiae
0.0017005107360389	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_501396	Rhizobiaceae_A_499470	Mesorhizobium_F_497884	Mesorhizobium defluvii
0.0029783738842239	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Enterobacteriaceae_A	Mixta_680429	Mixta calida
0.000525757901073	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_877923	Flavobacteriaceae	Flavobacterium	Myroides odoratimimus
0.0023121080243873	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_501396	Rhizobiaceae_A_499470	Nitratireductor_C_498473	Nitratireductor_C_498473 aestuarii
0.0009976594965032	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592524	Burkholderiaceae_A_574934	Oxalicibacterium	Oxalicibacterium flavum
0.0013336561214202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paenirhodobacter_493297	Paenirhodobacter populi
0.0020017108154042	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_650611	Pseudomonadaceae	Pseudomonas_E_647464	Pseudomonas_E_647464 japonica
0.0016190590169146	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium wenxiniae
0.0020346659459004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wagnerdoeblera_493755	Wagnerdoeblera intermedia
0.0018134855986869	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_C	Enterococcus_C diestrammenae
0.0020764351094925	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_J	Enterococcus_J nangangensis
0.0001879057712789	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia polynesiensis
0.0013399539385809	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium thalpophilum
0.0008274737955113	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	Atopostipes suicloacalis
0.001192043461618	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister invisus
0.0018433936082384	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter_A_506042	Gluconobacter_A thailandicus
0.0009532167664061	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium paucimobilis
0.0015654099648529	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075
0.0025330999518946	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter qingfengensis
0.0016483717248737	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales_616009	Xanthomonadaceae_616009	Stenotrophomonas_A_615274	Stenotrophomonas_A_615274 pavanii
0.001516896687964	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc_B	Leuconostoc_B carnosum
0.002488474675453	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003538135
0.0009770982144363	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae_966727	Chitinophaga	Chitinophaga terrae
0.0015708174755911	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii
0.0008917801796494	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas_A_507181	Roseomonas_A_507181 musae
0.0020236011057343	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	55-13	55-13 sp001898035
0.0011480016788139	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas nasdae_A_487984
0.0016526618085632	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae_929731	Edaphocola	Edaphocola chishuiensis
